Price,Bathrooms,Number_Of_Floors,Floor,Property_Age,Location_akincilar,Location_ataturk,Location_baris,Location_buca-koop,Location_camlikule,Location_efeler,Location_firat,Location_goksu,Location_hurriyet,Location_inonu,Location_izkent,Location_kozagac,Location_kurucesme,Location_laleli,Location_menderes,Location_other,Location_yaylacik,Location_yenigun,Location_yesilbaglar,Location_yigitler,Location_yildiz,Listing_Age_Days,Posted_Month,Rooms,Halls,Net_m2,Heating_Type_Air Conditioning,Heating_Type_Central,Heating_Type_Combi Boiler,Heating_Type_Underfloor Heating,Title_Condominium,Title_Floor Easement,Furnishing_Status_Furnished,Furnishing_Status_Not Furnished,Usage_Status_Empty,Usage_Status_Owner,Usage_Status_Tenanted
3400000.0,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,10,1,1,50,0,0,0,1,1,0,0,1,1,0,0
7150000.0,1,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,10,3,1,185,0,0,1,0,1,0,0,1,0,1,0
6100000.0,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,9,2,1,95,0,0,1,0,0,1,0,1,0,0,1
3195000.0,1,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,10,2,1,65,0,0,1,0,1,0,1,0,1,0,0
7150000.0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,9,3,1,120,0,0,1,0,0,1,0,1,1,0,0
4100000.0,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,2,1,94,0,0,1,0,0,1,0,1,1,0,0
2750000.0,1,2,0,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51,9,3,1,110,0,0,1,0,0,1,0,1,1,0,0
3500000.0,2,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,2,1,95,0,0,1,0,0,1,0,1,1,0,0
2425000.0,1,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,1,1,40,0,0,1,0,0,1,1,0,1,0,0
4700000.0,1,5,3,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,1,90,1,0,0,0,0,1,0,1,0,1,0
4450000.0,1,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,7,2,1,85,0,0,1,0,0,1,0,1,0,0,1
2900000.0,1,4,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51,9,1,1,65,0,0,0,1,0,1,0,1,0,1,0
5650000.0,1,4,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,10,3,1,140,0,0,1,0,1,0,0,1,1,0,0
5100000.0,2,7,6,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,1,135,0,0,1,0,1,0,0,1,0,1,0
2700000.0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,9,1,1,45,0,0,1,0,0,1,0,1,1,0,0
3350000.0,1,4,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,10,2,1,90,0,0,1,0,0,1,0,1,1,0,0
2400000.0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,1,1,40,1,0,0,0,0,1,1,0,0,0,1
2720000.0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,10,1,1,36,0,0,1,0,0,1,1,0,1,0,0
3000000.0,1,11,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,10,1,1,45,0,0,0,1,0,1,1,0,0,1,0
4000000.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,10,2,1,80,0,0,1,0,0,1,0,1,1,0,0
4500000.0,1,3,3,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,1,120,0,0,1,0,1,0,0,1,0,1,0
2750000.0,1,4,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,1,98,0,0,1,0,1,0,0,1,1,0,0
3695000.0,1,5,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44,9,3,1,130,0,0,1,0,0,1,0,1,0,0,1
1415000.0,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,2,1,70,0,0,1,0,0,1,1,0,1,0,0
2999999.0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,9,2,1,65,0,0,1,0,0,1,0,1,1,0,0
2380000.0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,1,1,50,1,0,0,0,1,0,1,0,1,0,0
2475000.0,1,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,1,1,57,0,0,1,0,0,1,1,0,1,0,0
2150000.0,1,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,10,1,1,50,1,0,0,0,0,1,1,0,1,0,0
3750000.0,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,2,1,70,1,0,0,0,0,1,1,0,1,0,0
3500000.0,1,4,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,9,3,1,110,0,0,1,0,0,1,0,1,0,1,0
1360000.0,1,5,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,1,1,40,0,0,1,0,0,1,1,0,1,0,0
4000000.0,1,3,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,10,3,1,101,0,0,1,0,0,1,0,1,0,0,1
2400000.0,1,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,1,1,45,1,0,0,0,0,1,1,0,0,0,1
1115000.0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,10,1,1,50,1,0,0,0,0,1,1,0,1,0,0
1100000.0,1,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,1,1,51,0,0,1,0,0,1,1,0,1,0,0
1440000.0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,2,1,80,0,0,1,0,1,0,1,0,1,0,0
4650000.0,2,4,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,8,3,1,135,0,0,1,0,0,1,0,1,1,0,0
3599999.0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,10,2,1,80,0,0,1,0,1,0,0,1,0,1,0
3250000.0,1,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,10,1,1,59,1,0,0,0,1,0,0,1,1,0,0
2550000.0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,1,1,55,1,0,0,0,0,1,1,0,0,0,1
2950000.0,2,5,4,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,3,1,120,0,0,1,0,1,0,0,1,0,1,0
2300000.0,1,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,1,1,50,0,0,1,0,1,0,1,0,0,0,1
6800000.0,1,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,3,1,130,0,0,1,0,1,0,0,1,1,0,0
4900000.0,1,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,10,2,1,100,0,0,1,0,0,1,0,1,1,0,0
3700000.0,1,5,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,9,2,1,75,0,0,1,0,0,1,0,1,0,1,0
3150000.0,1,3,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,2,1,65,0,0,1,0,0,1,0,1,1,0,0
4150000.0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,10,2,1,75,0,0,1,0,1,0,0,1,0,0,1
2800000.0,1,2,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,2,1,70,0,0,1,0,1,0,1,0,1,0,0
6500000.0,1,7,7,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,1,135,0,0,1,0,1,0,0,1,1,0,0
4750000.0,1,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,1,1,50,0,0,1,0,0,1,0,1,1,0,0
2350000.0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,10,1,1,37,0,0,1,0,0,1,1,0,1,0,0
8500000.0,2,9,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,2,1,90,0,0,0,1,0,1,1,0,0,1,0
2850000.0,1,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,2,1,68,1,0,0,0,0,1,1,0,0,0,1
3600000.0,1,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,10,1,1,40,0,1,0,0,0,1,0,1,1,0,0
2530000.0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,9,1,1,52,0,0,1,0,0,1,1,0,0,0,1
4750000.0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,10,2,1,65,0,0,0,1,0,1,0,1,1,0,0
3950000.0,1,3,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,10,3,1,130,0,0,1,0,1,0,0,1,0,1,0
3100000.0,1,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,10,1,1,45,1,0,0,0,1,0,1,0,1,0,0
2725000.0,1,3,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,9,1,1,40,1,0,0,0,0,1,1,0,1,0,0
2495000.0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,10,1,1,45,0,0,1,0,0,1,1,0,0,0,1
3950000.0,1,4,3,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,10,3,1,125,0,0,1,0,1,0,0,1,1,0,0
7600000.0,1,4,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,9,3,1,145,0,0,1,0,1,0,0,1,1,0,0
4450000.0,2,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,10,3,1,102,0,0,1,0,0,1,0,1,1,0,0
3900000.0,1,3,3,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,2,1,88,0,0,1,0,0,1,0,1,0,1,0
2950000.0,1,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,10,1,1,50,0,0,0,1,1,0,0,1,1,0,0
2650000.0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,1,1,40,0,0,1,0,0,1,0,1,0,0,1
6100000.0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,10,3,1,120,0,0,0,1,0,1,0,1,1,0,0
5100000.0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60,8,2,1,165,0,0,1,0,0,1,1,0,0,1,0
2900000.0,1,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,10,2,1,85,0,0,1,0,1,0,0,1,0,0,1
6350000.0,2,9,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,3,1,125,0,0,1,0,0,1,0,1,1,0,0
4320000.0,1,5,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,10,3,1,126,0,0,1,0,0,1,0,1,0,0,1
1840000.0,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,10,1,1,55,0,0,1,0,1,0,1,0,0,0,1
2850000.0,1,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,54,9,2,1,85,1,0,0,0,0,1,0,1,1,0,0
3700000.0,1,4,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,10,3,1,128,0,0,1,0,1,0,0,1,1,0,0
3000000.0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,1,1,45,0,1,0,0,0,1,1,0,1,0,0
2800000.0,1,5,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,10,2,1,70,1,0,0,0,1,0,0,1,1,0,0
5250000.0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,8,2,1,88,0,0,1,0,0,1,0,1,1,0,0
5200000.0,1,5,4,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,3,1,140,0,0,1,0,0,1,0,1,0,1,0
4350000.0,1,3,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,1,105,0,0,1,0,0,1,0,1,0,1,0
4550000.0,1,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,9,2,1,85,0,0,1,0,1,0,0,1,1,0,0
2750000.0,1,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,1,1,50,1,0,0,0,0,1,1,0,0,0,1
4600000.0,1,9,4,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,3,1,100,0,0,1,0,1,0,0,1,1,0,0
2650000.0,1,4,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,10,3,1,100,0,0,1,0,1,0,0,1,1,0,0
3950000.0,1,3,2,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,2,1,90,0,0,1,0,0,1,0,1,0,1,0
5500000.0,1,8,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,1,1,40,0,0,0,1,1,0,1,0,1,0,0
6970000.0,1,8,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,2,1,85,0,0,0,1,1,0,0,1,0,1,0
12000000.0,2,13,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,3,1,157,0,0,0,1,0,1,0,1,1,0,0
4200000.0,1,10,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,10,3,1,110,0,0,1,0,1,0,0,1,1,0,0
5475000.0,2,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,9,3,1,140,0,0,1,0,0,1,0,1,0,0,1
2840000.0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,1,1,70,0,0,1,0,0,1,1,0,1,0,0
3625000.0,1,4,4,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,10,2,1,65,0,0,1,0,0,1,0,1,0,1,0
3720000.0,1,3,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,10,2,1,88,0,0,1,0,0,1,0,1,1,0,0
4150000.0,1,3,3,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,9,3,1,125,0,0,1,0,0,1,0,1,0,1,0
6750000.0,2,3,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38,9,2,1,140,0,0,1,0,1,0,0,1,0,1,0
2075000.0,1,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,1,1,50,0,0,1,0,0,1,1,0,0,0,1
2600000.0,1,4,3,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,3,1,120,0,0,1,0,1,0,0,1,1,0,0
1930000.0,1,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,1,1,40,0,0,1,0,0,1,0,1,0,0,1
3300000.0,1,4,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,10,2,1,84,0,0,1,0,0,1,1,0,1,0,0
2850000.0,1,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,1,1,55,1,0,0,0,1,0,1,0,1,0,0
4100000.0,1,5,2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,1,70,0,0,1,0,1,0,1,0,0,0,1
3600000.0,1,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,3,1,100,1,0,0,0,1,0,0,1,0,0,1
4300000.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,9,2,1,60,0,0,1,0,0,1,0,1,1,0,0
2250000.0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,1,1,52,0,0,1,0,1,0,1,0,1,0,0
4500000.0,1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,10,3,1,124,0,0,1,0,0,1,0,1,0,1,0
4600000.0,1,3,2,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,9,3,1,115,0,0,1,0,1,0,0,1,0,1,0
3150000.0,1,4,0,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,1,105,0,0,1,0,1,0,0,1,1,0,0
8400000.0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,10,3,1,145,0,0,1,0,0,1,0,1,1,0,0
3500000.0,1,3,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,1,1,59,0,0,1,0,0,1,1,0,0,0,1
4750000.0,2,4,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,10,2,1,118,0,0,1,0,0,1,0,1,0,1,0
3725000.0,2,3,2,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,1,95,0,0,1,0,0,1,0,1,1,0,0
2375000.0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,10,1,1,45,1,0,0,0,0,1,1,0,1,0,0
6500000.0,1,4,2,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,10,3,1,160,0,0,1,0,0,1,0,1,0,1,0
3200000.0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,2,1,75,0,0,1,0,0,1,0,1,1,0,0
3500000.0,1,4,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,51,9,2,1,85,0,0,1,0,1,0,0,1,1,0,0
3700000.0,1,4,2,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,3,1,100,0,0,1,0,0,1,0,1,1,0,0
1290000.0,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,1,1,50,0,0,1,0,0,1,1,0,1,0,0
2550000.0,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,9,1,1,55,0,0,1,0,0,1,1,0,0,1,0
1215000.0,1,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,1,1,55,0,0,1,0,1,0,1,0,1,0,0
4150000.0,1,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,10,2,1,80,0,0,1,0,1,0,0,1,1,0,0
4300000.0,1,7,2,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,1,140,0,0,1,0,0,1,0,1,0,1,0
2075000.0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,10,1,1,55,0,0,0,1,1,0,1,0,0,0,1
3650000.0,1,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,2,1,80,0,0,1,0,0,1,0,1,0,0,1
5950000.0,1,4,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,1,135,0,0,0,1,1,0,0,1,0,1,0
5299000.0,2,6,4,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,3,1,125,0,0,1,0,0,1,0,1,0,0,1
2780000.0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,1,1,50,1,0,0,0,0,1,1,0,0,0,1
